group,names,scores,logfoldchanges,pvals,pvals_adj
Cluster 1,ZNF106,1.8006045,1.1582681,0.07176524243046935,0.1493438936635905
Cluster 1,EFHD2,1.7911615,0.55564475,0.07326738219393474,0.15148526318475694
Cluster 1,SERPINB6,1.7600425,0.55601865,0.07840058525351572,0.15995650692037217
Cluster 1,SKP1,1.7529603,0.19211285,0.07960881197135676,0.16154042747503428
Cluster 1,SAP18,1.7108961,0.167869,0.08710028057806807,0.17352009021412
Cluster 1,S1PR4,1.6892202,0.2874465,0.09117723040138402,0.1793882726368189
Cluster 1,SQSTM1,1.6870741,0.47689882,0.09158910166485709,0.17965554557337354
Cluster 1,NDUFA4,1.6108865,0.12721542,0.10720447601355906,0.20400851778699672
Cluster 1,NDUFA1,1.586206,0.16306888,0.11269260399427979,0.2139202036119703
Cluster 1,LSMD1,1.4645202,0.29432997,0.14305185169628346,0.25810062865013406
Cluster 1,PLD4,1.4449905,0.5087168,0.14846056498704926,0.26660171881477157
Cluster 1,VIMP,1.4009948,0.40351406,0.16121563955296614,0.28482670729334664
Cluster 1,CD33,1.3988487,0.42108986,0.1618583798416181,0.28530336538902734
Cluster 1,CALM3,1.3838257,0.16151644,0.16641182917492092,0.29223752041760553
Cluster 1,HSPB1,1.3750266,0.33716795,0.16912320801279268,0.29471356293801004
Cluster 1,PMVK,1.3713782,0.3166,0.17025710690101492,0.29592435739117373
Cluster 1,MEA1,1.3140764,0.3717387,0.18882048555535347,0.3217097359684753
Cluster 1,IRF7,1.2917566,0.58730614,0.1964414290212262,0.3317388370888257
Cluster 1,SELT,1.232738,0.26170978,0.2176735153848921,0.36121526956495115
Cluster 1,PSMC3,1.2256558,0.30371186,0.22032822865461643,0.36287439857431586
Cluster 1,HPCAL1,1.1647056,0.4888195,0.24413815568905806,0.3980814795299948
Cluster 1,NDUFB7,1.1395959,0.09667969,0.2544546847214576,0.4072339619496131
Cluster 1,FYB,1.1187785,0.22274512,0.26323466932939243,0.41865804997294226
Cluster 1,OSTF1,1.1052579,0.122151844,0.2690478910190752,0.4243745085146238
Cluster 1,SUMO3,1.1001071,0.23097953,0.27128546072804693,0.4270234104052591
Cluster 1,UBE2J1,1.0977464,0.2026627,0.2723152620608358,0.42776422069104597
Cluster 1,POLR2G,1.0919518,0.12424261,0.2748542878274115,0.43086788972944634
Cluster 1,SLC3A2,1.0610476,0.3781157,0.2886683134854905,0.45036625264673946
Cluster 1,APH1A,1.060189,0.23862088,0.2890586013719596,0.45036625264673946
Cluster 1,FAM65B,1.0288556,0.32830817,0.30354756884332523,0.4691189700305935
Cluster 1,NECAP2,1.0245633,0.31629503,0.3055693053134403,0.47034309570378635
Cluster 1,PLAC8,1.0018142,0.1370793,0.31643330438969786,0.4851131820803985
Cluster 1,NAA20,0.9970928,0.39157555,0.3187194776102179,0.48764080074363336
Cluster 1,MIEN1,0.9889375,0.17316958,0.3226937320013743,0.489628867265306
Cluster 1,AOAH,0.9629693,0.51657164,0.33556293723229436,0.5043332946615033
Cluster 1,UPP1,0.9603939,0.5137132,0.3368569931794295,0.5052854897691443
Cluster 1,RNF167,0.92390966,0.2755915,0.3555333381381507,0.5270988443327234
Cluster 1,MTPN,0.90008765,0.2879951,0.36807361990570553,0.5435836278530207
Cluster 1,ZFAS1,0.8709002,0.013748338,0.38380862773575597,0.5592640004149587
Cluster 1,CREG1,0.86660796,0.6466581,0.38615684351320023,0.5616159416114034
Cluster 1,DYNLRB1,0.8507266,0.064726144,0.39492124416893903,0.5705017441963918
Cluster 1,RCSD1,0.8337722,0.21428248,0.40440938724671327,0.5793505266736623
Cluster 1,CD47,0.8258315,0.15228137,0.40889969897551626,0.5819609272720403
Cluster 1,PIK3IP1,0.8198223,0.37814337,0.4123174151391449,0.5819609272720403
Cluster 1,COX6A1,0.8146716,-0.01217015,0.41526032175348315,0.5849602921040157
Cluster 1,NDFIP1,0.81209624,0.085884765,0.4167364172505733,0.5849602921040157
Cluster 1,ILK,0.81209624,0.3751416,0.4167364172505733,0.5849602921040157
Cluster 1,H2AFY,0.8099501,0.06873664,0.4179688576895192,0.5856157072023483
Cluster 1,COA3,0.79192257,0.25660136,0.4284058138987358,0.5937145790444436
Cluster 1,SUMO2,0.78805953,-0.04005955,0.4306618721081029,0.5950001470452705
Cluster 1,PGAM1,0.7702467,0.15630911,0.441153590160941,0.6058931714059603
Cluster 1,CSK,0.7625206,0.12910074,0.44574936119863484,0.6078400379981385
Cluster 1,AMICA1,0.75973064,0.11850893,0.44741562468938234,0.6079448541516473
Cluster 1,HCST,0.71315956,0.05984801,0.475747028670927,0.6336164508899469
Cluster 1,ACAA1,0.71101344,0.1774747,0.4770759159641953,0.6336164508899469
Cluster 1,ATP5I,0.70028275,0.06148091,0.4837507312835575,0.6402583208164732
Cluster 1,SSB,0.67560226,0.123413734,0.4992932104824439,0.6585505276190855
Cluster 1,ILF3-AS1,0.63225037,0.27809644,0.5272232729252126,0.6859282377343328
Cluster 1,SRRM2,0.6290312,0.20871088,0.5293286331763668,0.6866972847701205
Cluster 1,ASCC2,0.5672226,0.58218944,0.5705629529760768,0.7250509286157787
Cluster 1,JOSD2,0.5650765,0.28448004,0.5720217510668814,0.725699236428133
Cluster 1,HAX1,0.5573504,0.121968046,0.5772880484567365,0.7287547146359793
Cluster 1,ARF6,0.5232269,-0.0276611,0.6008163611889168,0.7485563176729295
Cluster 1,POMP,0.5219392,0.098631166,0.6017126464431712,0.7485563176729295
Cluster 1,SNHG15,0.5182908,0.27763352,0.6042553901158738,0.7491983362052568
Cluster 1,POLR3K,0.5116378,0.33935374,0.6089045302903073,0.7537410447768367
Cluster 1,DDAH2,0.5049848,0.14094983,0.613569522720701,0.7570656207763488
Cluster 1,HLA-DRB5,0.5004779,0.7498008,0.6167386079024325,0.7580536723152317
Cluster 1,WBP4,0.48545498,0.6703275,0.627353635793293,0.7678808502109906
Cluster 1,NDUFB2,0.44875613,-0.055973053,0.6536075854292235,0.7861789353040187
Cluster 1,HSD17B11,0.4251487,0.09304375,0.670728288409426,0.8029845706310029
Cluster 1,UBE2F,0.417208,0.18212488,0.6765262749633105,0.8048874033389308
Cluster 1,TINF2,0.41291574,0.26082563,0.6796683518791041,0.8073700142663272
Cluster 1,GOLGA7,0.3927421,0.10687418,0.6945099744102279,0.8211748538235306
Cluster 1,ISCU,0.39016673,-0.06494944,0.6964132543708192,0.8221545364099949
Cluster 1,NDUFA8,0.3766461,0.12728322,0.7064366161257214,0.8238170904514892
Cluster 1,EPC1,0.3714954,0.18125637,0.710268585905883,0.8257681887811558
Cluster 1,NFE2,0.36913463,0.65187347,0.7120273635069043,0.8265568028570285
Cluster 1,LIMS1,0.34896103,0.08782752,0.7271185801744138,0.8337608443671566
Cluster 1,C19orf43,0.34660026,-0.07559137,0.7288916456227577,0.8337608443671566
Cluster 1,ANXA11,0.3455272,0.062158942,0.7296980647798732,0.8337608443671566
Cluster 1,SCAMP2,0.33844498,0.09040401,0.735027893131196,0.8367505033413168
Cluster 1,TOMM7,0.29573694,-0.11631291,0.7674309799335599,0.8620920699694176
Cluster 1,UQCRFS1,0.29058623,-0.080573365,0.7713677929611892,0.8639771033899117
Cluster 1,MRPL18,0.26826647,0.044615176,0.7884942211706115,0.8736665724843655
Cluster 1,HLA-DRB1,0.2639742,0.8870657,0.7917998016801009,0.875327815441152
Cluster 1,ZNF710,0.25796503,1.3695434,0.7964338974695679,0.8791802764274451
Cluster 1,OSBPL8,0.23757678,0.04472955,0.8122093640142254,0.8888986601872424
Cluster 1,LAMTOR1,0.1972295,-0.0881104,0.843647945131294,0.9180521735781507
Cluster 1,CDK6,0.17576818,0.35528964,0.860476065377081,0.9297516808099815
Cluster 1,COX14,0.17040285,0.023223013,0.8646933266115385,0.931961685819888
Cluster 1,WBP11,0.16890056,0.23927677,0.8658748560866588,0.931961685819888
Cluster 1,RN7SL1,0.14701001,0.95818263,0.8831241112924888,0.9351429182641037
Cluster 1,RSBN1L-AS1,0.14701001,0.98910147,0.8831241112924888,0.9351429182641037
Cluster 1,COMT,0.1302702,-0.029270887,0.8963526615704974,0.9432046576360805
Cluster 1,NSUN6,0.11074039,1.0733212,0.911822212571643,0.9516289121654936
Cluster 1,TSC22D1,0.07082234,0.38876495,0.9435391473483445,0.9740190982214976
Cluster 1,CCNI,0.04957564,-0.08893449,0.960460557750722,0.9867715947991588
Cluster 1,TMBIM6,0.048931804,-0.10772364,0.9609736446083311,0.9867715947991588
Cluster 1,ACAA2,0.045712605,0.113954015,0.9635393171220944,0.9880798627324426
Cluster 1,FAM185A,0.034338105,0.36674786,0.9726075378604442,0.9907387036794139
Cluster 1,CCDC132,0.034338105,0.47665235,0.9726075378604442,0.9907387036794139
Cluster 1,XCL1,0.027899712,0.15984525,0.9777421382577447,0.9936714837672728
Cluster 1,PHPT1,0.027470486,-0.023591908,0.9780844801003351,0.9936714837672728
Cluster 1,SLC39A3,0.017169053,0.06139841,0.9863017503170043,0.9991438174972439
Cluster 1,GOPC,0.015022921,0.09579767,0.9880138935165059,0.9991438174972439
Cluster 1,GGNBP2,0.008369913,-0.08212034,0.9933218531703972,0.9991438174972439
Cluster 1,BLOC1S4,0.0036484238,-0.041343536,0.9970889853900559,0.9991438174972439
Cluster 1,DHRS7,-0.0010730658,-0.08559635,0.9991438174972439,0.9991438174972439
Cluster 1,NGRN,-0.002575358,0.23834707,0.9979451638704775,0.9991438174972439
Cluster 1,ZNF600,-0.0047214897,-0.09891393,0.9962328102615653,0.9991438174972439
Cluster 1,HIATL1,-0.0053653293,0.085473426,0.995719107203509,0.9991438174972439
Cluster 1,PAXBP1,-0.006223782,0.0027658523,0.9950341725899642,0.9991438174972439
Cluster 1,CHD4,-0.008369913,0.1051809,0.9933218531703972,0.9991438174972439
Cluster 1,ARID4B,-0.012232951,0.01234347,0.9902397610246602,0.9991438174972439
Cluster 1,ADTRP,-0.016095988,-0.11701068,0.9871578145236982,0.9991438174972439
Cluster 1,SESN2,-0.040347274,-0.44849312,0.9678162639532673,0.9884905766678899
Cluster 1,EVL,-0.04142034,-0.10516225,0.9669607965768358,0.9884905766678899
Cluster 1,HP1BP3,-0.043781087,-0.036400158,0.9650789035702015,0.9883338169092426
Cluster 1,DTD1,-0.05343868,0.014317947,0.9573823879431878,0.9857301840868622
Cluster 1,CORO7,-0.06932005,0.045974657,0.9447348638958839,0.9740190982214976
Cluster 1,MRPL40,-0.07511461,-0.020236138,0.9401235244785042,0.9718844543595347
Cluster 1,CTD-3138B18.5,-0.08069455,-0.29772112,0.9356848701788372,0.9686047708887827
Cluster 1,NOP10,-0.08584527,-0.08726985,0.9315894212010678,0.9656719610011069
Cluster 1,MAD1L1,-0.08992292,-0.00060507294,0.9283484694307468,0.963618153479676
Cluster 1,LEPROTL1,-0.10258509,-0.08709346,0.9182922733838875,0.9544749852427635
Cluster 1,WDR13,-0.10365816,-0.033978388,0.9174406310293703,0.9544749852427635
Cluster 1,HNRNPDL,-0.1075212,-0.13478391,0.9143755098320123,0.9529935490755986
Cluster 1,PSMG2,-0.11460343,-0.030563539,0.9087594594572853,0.9497281236131465
Cluster 1,RINT1,-0.11460343,-22.906849,0.9087594594572853,0.9497281236131465
Cluster 1,RP11-782C8.1,-0.11717879,-0.46588373,0.9067183743935632,0.9497281236131465
Cluster 1,DCAF10,-0.11760802,-0.32685596,0.9063782530643752,0.9497281236131465
Cluster 1,SCP2,-0.11932492,-0.13778122,0.9050179400559379,0.9497281236131465
Cluster 1,TMEM69,-0.13434784,0.034517303,0.8931275226726634,0.9411054474443354
Cluster 1,DHRS4L2,-0.1354209,-0.065452084,0.8922790933326021,0.9411054474443354
Cluster 1,COX7B,-0.13756704,-0.032181222,0.8905826054542475,0.941016150790745
Cluster 1,KAT5,-0.14615157,-0.044874523,0.8838017384378392,0.9351429182641037
Cluster 1,AC084018.1,-0.14894153,-0.07988979,0.88159976361252,0.9351429182641037
Cluster 1,GATA2,-0.15280457,-23.519857,0.8785523892088243,0.9347601915782344
Cluster 1,MYO5A,-0.15366302,-0.46552914,0.8778754375474543,0.9347601915782344
Cluster 1,RP11-390E23.6,-0.15409225,-0.23914415,0.8775369951709978,0.9347601915782344
Cluster 1,CEP152,-0.15452148,-0.6108635,0.8771985751785331,0.9347601915782344
Cluster 1,RP11-156E8.1,-0.15602377,-1.3148369,0.8760142823574597,0.9347601915782344
Cluster 1,FAM175B,-0.16010143,-0.39666104,0.8728011798961168,0.9347601915782344
Cluster 1,SLCO3A1,-0.16181833,-0.652774,0.8714489189868277,0.9347601915782344
Cluster 1,ZNHIT1,-0.16696905,-0.15135063,0.8673944056258305,0.931961685819888
Cluster 1,PKM,-0.16804211,-0.100468114,0.8665501505735717,0.931961685819888
Cluster 1,S100B,-0.17963122,-0.29072034,0.8574420919529437,0.9277838760169759
Cluster 1,MRPL48,-0.18242119,-0.031537503,0.855252195287569,0.9267251124574933
Cluster 1,RNF138,-0.19250801,-0.056171298,0.8473442927486785,0.9194587006421832
Cluster 1,KLRC2,-0.1940103,-1.5738213,0.8461678137650726,0.9194587006421832
Cluster 1,HIST1H1E,-0.19980486,-0.09046654,0.8416332005939078,0.9171643852625918
Cluster 1,MPHOSPH9,-0.20173638,-0.36966687,0.8401228216651647,0.9168244772808146
Cluster 1,RP3-467N11.1,-0.22920686,-23.910553,0.8187081382065271,0.8947310367542761
Cluster 1,COMMD5,-0.23779139,-0.0165538,0.8120428967009623,0.8888986601872424
Cluster 1,S1PR5,-0.24294211,-0.40783855,0.8080502463449264,0.8868844167200411
Cluster 1,NDUFAB1,-0.24659052,-0.10040314,0.8052251340748049,0.885053487883945
Cluster 1,PRMT2,-0.2545312,-0.11792823,0.7990851900069971,0.8795685904393565
Cluster 1,NDUFA11,-0.2558189,-0.22301322,0.7980906820623495,0.8795685904393565
Cluster 1,F12,-0.267408,-23.988388,0.7891550347538517,0.8736665724843655
Cluster 1,ST6GALNAC1,-0.267408,-24.215233,0.7891550347538517,0.8736665724843655
Cluster 1,IGLL1,-0.267408,-24.728014,0.7891550347538517,0.8736665724843655
Cluster 1,GALE,-0.26912493,-0.55574095,0.7878335597512829,0.8736665724843655
Cluster 1,ATP5B,-0.2704126,-0.07965198,0.7868428539176665,0.8736665724843655
Cluster 1,LSM5,-0.28071404,-0.07335032,0.7789297515375483,0.8698996495273349
Cluster 1,CPA5,-0.28629395,-0.7057766,0.7746529789987594,0.8663882001959808
Cluster 1,MAD2L2,-0.2916593,-0.1575287,0.7705471341268919,0.8639771033899117
Cluster 1,LY86,-0.29788306,-0.121266834,0.7657924042406166,0.8615164547706937
Cluster 1,GLOD4,-0.2983123,-0.111123145,0.7654648145460703,0.8615164547706937
Cluster 1,MRFAP1,-0.30453607,-0.18622096,0.760719505085637,0.858333954853263
Cluster 1,ERH,-0.30582377,-0.16716321,0.7597388332824364,0.858333954853263
Cluster 1,KLRC1,-0.30689684,-0.8576097,0.7589219016664004,0.858333954853263
Cluster 1,APBB1IP,-0.31161833,-0.13941716,0.7553306095905137,0.8560413575359155
Cluster 1,PSMC5,-0.32578278,-0.1765368,0.7445887011520813,0.8451192231177185
Cluster 1,CTSH,-0.33114812,-0.11422445,0.7405326067702254,0.8417644044267792
Cluster 1,OGG1,-0.34338108,-0.5764107,0.7313117994383818,0.8337608443671566
Cluster 1,EGFL7,-0.3438103,-24.752346,0.7309889571236219,0.8337608443671566
Cluster 1,AP2S1,-0.3440249,-0.07844867,0.7308275538276305,0.8337608443671566
Cluster 1,ACADS,-0.3453126,-0.48798093,0.7298593845239747,0.8337608443671566
Cluster 1,UCHL3,-0.3472441,-0.087772556,0.7284079380145732,0.8337608443671566
Cluster 1,ANAPC16,-0.34745872,-0.2254927,0.7282467261653973,0.8337608443671566
Cluster 1,GPR171,-0.35282406,-0.6949434,0.724220353707008,0.8337608443671566
Cluster 1,BTG1,-0.35904783,-0.12241571,0.7195593081935652,0.8327728755946707
Cluster 1,PQBP1,-0.36334008,-0.13461515,0.716350846416772,0.8303157538012584
Cluster 1,SIAH2,-0.37428537,-0.16509746,0.7081920189696924,0.8246071453756693
Cluster 1,MAPKAPK5-AS1,-0.37686074,-0.18192276,0.7062771112856709,0.8238170904514892
Cluster 1,COX7C,-0.378363,-0.09014573,0.7051609389613062,0.8238170904514892
Cluster 1,ZNF524,-0.37965068,-0.14392301,0.7042047245676445,0.8238170904514892
Cluster 1,FUZ,-0.37965068,-0.91658217,0.7042047245676445,0.8238170904514892
Cluster 1,SOX4,-0.3832991,-0.45959863,0.7014979929115048,0.8238170904514892
Cluster 1,SERPINB1,-0.38523063,-0.16290516,0.7000665467216054,0.8238170904514892
Cluster 1,CD40,-0.3860891,-0.18134972,0.6994306899049179,0.8238170904514892
Cluster 1,NDNL2,-0.3927421,-0.18791643,0.6945099744102279,0.8211748538235306
Cluster 1,TCP1,-0.39338595,-0.11007726,0.6940344546441319,0.8211748538235306
Cluster 1,CYTL1,-0.4202126,-25.19919,0.67433016318426,0.8035242598690948
Cluster 1,ACOX1,-0.4206418,-2.0781066,0.67401665875213,0.8035242598690948
Cluster 1,MT-ND3,-0.4236464,-0.16764072,0.6718237151382431,0.8030392845011812
Cluster 1,EIF4A1,-0.4348063,-0.055351034,0.6637030471161194,0.79581948439472
Cluster 1,ZNF511,-0.44317618,-0.12442488,0.6576382978808064,0.789785396984014
Cluster 1,TEX264,-0.44939998,-0.18382068,0.6531431499882758,0.7861789353040187
Cluster 1,XCL2,-0.45841372,-25.378817,0.6466552313656455,0.7802701135563388
Cluster 1,C19orf77,-0.45841372,-25.221746,0.6466552313656455,0.7802701135563388
Cluster 1,DAAM1,-0.45884296,-1.4228375,0.6463469468729388,0.7802701135563388
Cluster 1,CD160,-0.45905757,-2.1772563,0.6461928273899864,0.7802701135563388
Cluster 1,TNFRSF4,-0.462706,-1.0386258,0.6435751237546508,0.7802701135563388
Cluster 1,AHSA1,-0.4710759,-0.16062759,0.6375865316521722,0.7754430790364256
Cluster 1,SLTM,-0.47214898,-0.1913503,0.6368204608727525,0.7754430790364256
Cluster 1,TOP1,-0.47815815,-0.2218256,0.6325376546542585,0.7717564685973011
Cluster 1,SH3GL1,-0.47987506,-0.5099746,0.6313162475506717,0.7714966922943512
Cluster 1,HLA-DRA,-0.49039108,0.83793175,0.6238571809436307,0.764824909329932
Cluster 1,SPINK2,-0.49961945,-2.7519171,0.6173430560161952,0.7580536723152317
Cluster 1,RP11-277L2.3,-0.5021948,-1.7561299,0.6155304909201501,0.7580536723152317
Cluster 1,NCOR1,-0.50798935,-0.2506897,0.6114607987137368,0.7556825703004987
Cluster 1,NDUFAF3,-0.52043694,-0.15557367,0.6027590741000322,0.7485563176729295
Cluster 1,PRR7,-0.52043694,-0.4649015,0.6027590741000322,0.7485563176729295
Cluster 1,NINJ2,-0.5234415,-0.2687692,0.6006670389739399,0.7485563176729295
Cluster 1,BBX,-0.5393229,-0.25773942,0.5896640761289448,0.7382864455624267
Cluster 1,BIN3,-0.54061055,-0.38363263,0.5887760304144084,0.7382864455624267
Cluster 1,TBC1D10C,-0.5459759,-0.21028107,0.5850825036370124,0.7349558543223556
Cluster 1,HNRNPF,-0.5511266,-0.24820258,0.5815468811568492,0.7317160593503119
Cluster 1,DNAJC7,-0.55348736,-0.24148344,0.5799297330583142,0.7308834362267057
Cluster 1,LYAR,-0.5605696,-0.25544134,0.5750909835782394,0.7271811610534763
Cluster 1,RNF34,-0.56142807,-0.64148134,0.5745057679712794,0.7271811610534763
Cluster 1,MED28,-0.5730172,-0.22288412,0.5666330759264653,0.7212550800062328
Cluster 1,PRSS57,-0.5730172,-25.892975,0.5666330759264653,0.7212550800062328
Cluster 1,SP100,-0.5743048,-0.22263208,0.5657615359024476,0.7212550800062328
Cluster 1,CCL4,-0.57902634,-0.9827036,0.5625714086908387,0.7196774709840996
Cluster 1,EMC7,-0.5796702,-0.17310606,0.5621370650941364,0.7196774709840996
Cluster 1,COA1,-0.5878255,-0.27152643,0.5566494479053286,0.7144913215563361
Cluster 1,RP11-489E7.4,-0.58804005,-1.3262017,0.5565053902847665,0.7144913215563361
Cluster 1,EXOG,-0.60177535,-0.47481418,0.5473237031110568,0.7048865873399974
Cluster 1,CWC25,-0.6213051,-0.44347027,0.5343988844031936,0.689401596236835
Cluster 1,DNAJB1,-0.62495357,-0.28112048,0.5320015475432,0.6874682159975473
Cluster 1,COA6,-0.6270997,-0.33892798,0.5305938986300195,0.6868093611708374
Cluster 1,HLA-DPB1,-0.62860197,0.537128,0.529609670607021,0.6866972847701205
Cluster 1,TIAL1,-0.6395472,-0.25210592,0.5224669916966935,0.6808982089403246
Cluster 1,KLRB1,-0.641908,-0.9903485,0.5209329287190624,0.6800574922697656
Cluster 1,RBM17,-0.6500633,-0.21860974,0.5156513429802072,0.6743132946664249
Cluster 1,EGR1,-0.6507071,-1.9658138,0.5152355624050229,0.6743132946664249
Cluster 1,MRPL21,-0.651351,-0.22001489,0.5148199559850173,0.6743132946664249
Cluster 1,AKR1C3,-0.6584332,-2.251045,0.5102598078624855,0.6707023247677
Cluster 1,SSU72,-0.66315466,-0.28379887,0.5072314873805478,0.6678693422480535
Cluster 1,SF3B2,-0.6951321,-0.20103791,0.4869725499596841,0.6434093276669401
Cluster 1,LMAN2,-0.70521885,-0.28866333,0.48067403956218335,0.6372888046188393
Cluster 1,FGFR1OP2,-0.711228,-0.34451824,0.47694293586487135,0.6336164508899469
Cluster 1,COMMD3,-0.7125157,-0.32710624,0.4761454815988643,0.6336164508899469
Cluster 1,BRD7,-0.7133742,-0.8056527,0.475614251671333,0.6336164508899469
Cluster 1,SDF2L1,-0.71809566,-0.34296173,0.47269830558937476,0.6332998314813865
Cluster 1,EIF2S2,-0.72925556,-0.27200824,0.46584535970579133,0.6252135090788252
Cluster 1,SFPQ,-0.73204553,-0.33888662,0.46414078666207237,0.6240205655474259
Cluster 1,MCM7,-0.7464246,-1.0034631,0.4554109641831028,0.6133615978874536
Cluster 1,OTUB1,-0.74771225,-0.26310042,0.45463372382014333,0.6133615978874536
Cluster 1,PPM1G,-0.7487853,-0.3182718,0.45398659486507065,0.6133615978874536
Cluster 1,PPIG,-0.7565114,-0.2784884,0.4493426294072329,0.6084019672505011
Cluster 1,MFSD1,-0.75694066,-0.46151474,0.44908542377988225,0.6084019672505011
Cluster 1,EIF4H,-0.75973064,-0.23846835,0.44741562468938234,0.6079448541516473
Cluster 1,CALR,-0.7631644,-0.26138064,0.4453653415291601,0.6078400379981385
Cluster 1,IL2RB,-0.76380825,-1.1358778,0.44498151050347023,0.6078400379981385
Cluster 1,ETFA,-0.7653106,-0.2380506,0.4440866387640021,0.6078400379981385
Cluster 1,TIGIT,-0.7805481,-1.976227,0.43506833133851697,0.598610204089866
Cluster 1,SMIM14,-0.7863426,-0.62031287,0.4316667733465688,0.5950001470452705
Cluster 1,HSD17B8,-0.78741574,-0.6455993,0.43103855090602317,0.5950001470452705
Cluster 1,C7orf55,-0.7921372,-0.53023446,0.42828067927377866,0.5937145790444436
Cluster 1,AC079767.4,-0.80222404,-25.997429,0.4224233827704954,0.5875525233080527
Cluster 1,CCR10,-0.80222404,-26.218418,0.4224233827704954,0.5875525233080527
Cluster 1,TMIGD2,-0.8047994,-0.793561,0.4209354591829281,0.5875525233080527
Cluster 1,LAG3,-0.8069455,-2.1950116,0.4196978760592669,0.5869632087483349
Cluster 1,PTPLAD2,-0.8202515,-0.3017114,0.4120727323230279,0.5819609272720403
Cluster 1,EPB41L4A-AS1,-0.8217538,-0.3295933,0.4112170208462662,0.5819609272720403
Cluster 1,POLR2I,-0.82325613,-0.35808313,0.4103623651055974,0.5819609272720403
Cluster 1,PSMB6,-0.82411456,-0.284165,0.40987446464095567,0.5819609272720403
Cluster 1,CARS,-0.82905066,-0.7788682,0.40707573660543783,0.5809942882521641
Cluster 1,RSL1D1,-0.83184063,-0.23482108,0.4054989013702619,0.5798255318658886
Cluster 1,RP11-620J15.3,-0.8378498,-1.5199527,0.4021150607649344,0.5771445056007033
Cluster 1,RP11-291B21.2,-0.84471744,-1.7751569,0.3982686254674752,0.5726983054184559
Cluster 1,IDH2,-0.84879506,-0.2513036,0.3959953283245543,0.5705017441963918
Cluster 1,BFAR,-0.8492243,-0.5330457,0.39575649061401463,0.5705017441963918
Cluster 1,NDUFA2,-0.8560919,-0.24956983,0.3919469332989276,0.5678776590410599
Cluster 1,CLIC1,-0.8573796,-0.15241061,0.3912351260190491,0.5678776590410599
Cluster 1,IL1B,-0.8751925,-0.90317816,0.38146917350205445,0.5569158735287627
Cluster 1,CAMK4,-0.8803432,-0.9034839,0.37867340806464145,0.5538913138995233
Cluster 1,PCNP,-0.8848501,-0.3183663,0.37623748837327964,0.5513825260642891
Cluster 1,PNISR,-0.88764006,-0.3020562,0.374734395836539,0.5502338057868567
Cluster 1,SNHG8,-0.8902154,-0.32832137,0.3733502255566995,0.5492556202901444
Cluster 1,LY9,-0.8945077,-1.3596026,0.37105031989724735,0.5469238819294686
Cluster 1,RAB13,-0.91682744,-25.918348,0.3592330637062837,0.5315537596427602
Cluster 1,TTC38,-0.9273435,-2.0910423,0.3537482158637264,0.5254706507490304
Cluster 1,DEK,-0.9331381,-0.28441465,0.3507486928405291,0.5220286965428108
Cluster 1,ATP5J2,-0.9361426,-0.29895145,0.34919975171801243,0.520736471860194
Cluster 1,CAPN1,-0.95116556,-0.49121463,0.341520337737362,0.5102794108771131
Cluster 1,ESD,-0.95395553,-0.4574851,0.3401061517554125,0.5091608729802164
Cluster 1,SH2D2A,-0.9764899,-2.2690332,0.3288217430917073,0.49517447532511044
Cluster 1,FGFBP2,-0.98078215,-1.0816334,0.32670016850378436,0.4929499583932841
Cluster 1,NOP56,-0.9848598,-0.40690586,0.32469292788757653,0.4908895056007827
Cluster 1,HNRNPR,-0.98786443,-0.33758882,0.3232190561686007,0.489628867265306
Cluster 1,SPON2,-0.99022514,-1.6056261,0.3220640784736998,0.489628867265306
Cluster 1,DGCR6L,-0.9917275,-0.41831177,0.3213304967797367,0.489628867265306
Cluster 1,C1orf21,-0.99451745,-2.3981912,0.3199710282654975,0.4885785162137836
Cluster 1,CCBL2,-1.0123303,-1.3603952,0.3113801452426891,0.4783249219089501
Cluster 1,COX16,-1.0245633,-0.36562714,0.3055693053134403,0.47034309570378635
Cluster 1,IRF8,-1.0359378,-0.86684686,0.30023117884834305,0.46493289841899277
Cluster 1,C16orf13,-1.0462391,-0.33817595,0.295450611031722,0.45845784470439616
Cluster 1,EIF1B,-1.0584722,-0.37433025,0.2898402432942614,0.450666231951443
Cluster 1,EIF2AK1,-1.0777873,-0.76231754,0.2811286748378854,0.43980252812061826
Cluster 1,IL18,-1.107404,-2.1471436,0.26811931990978544,0.423783635807822
Cluster 1,NT5C3B,-1.1078331,-26.132391,0.2679338702292665,0.423783635807822
Cluster 1,KIAA0125,-1.1142715,-3.8642995,0.2651627001050576,0.420849513652218
Cluster 1,NDUFS5,-1.1247876,-0.34549382,0.26067904417154675,0.4154572266484026
Cluster 1,CD28,-1.1318698,-2.066032,0.25768915647471735,0.411549487898035
Cluster 1,SNORD3B-2,-1.1410983,-1.4717797,0.25382905399982725,0.4070843318865154
Cluster 1,PRR4,-1.1466782,-3.4967797,0.2515146611043678,0.40421999106059114
Cluster 1,HMHA1,-1.1486096,-0.40406427,0.25071696541433175,0.4037862706146606
Cluster 1,STK4,-1.1486096,-0.54728204,0.25071696541433175,0.4037862706146606
Cluster 1,ABHD17A,-1.1535457,-0.8548237,0.24868643887849728,0.40220956816501147
Cluster 1,SP140,-1.1544043,-0.78413486,0.24833448115943157,0.40220956816501147
Cluster 1,CLIC3,-1.1563357,-1.0124395,0.24754385079362573,0.40206166848646213
